name,year,cluster,type,x.coordinate,y.coordinate,location,lat,lng
PA/457/92,1992,BE89,AG,-4.15973019185,0.104553624604,PARIS,48.8667,2.3333
PA/490/92,1992,BE89,AG,-2.61727483738,-1.72592031658,PARIS,48.8667,2.3333
PA/512/92,1992,BE89,AG,-4.53734412012,-1.2212916729,PARIS,48.8667,2.3333
PA/548/92,1992,BE89,AG,-4.57615453458,-0.975577718669,PARIS,48.8667,2.3333
PA/564/92,1992,BE89,AG,-2.05225471847,-2.45989347027,PARIS,48.8667,2.3333
PA/597/92,1992,BE89,AG,-3.32596377541,-2.70951249704,PARIS,48.8667,2.3333
RD/100540/92,1992,BE89,AG,-2.29002539186,-1.3456596981,ROTTERDAM,51.92,4.48
ST/8/92,1992,BE89,AG,-2.58883724464,-2.21868938412,STOCKHOLM,59.3508,18.0973
FI/339/95,1995,WU95,AG,2.765491144,-9.07813932581,FINLAND,60.1756,24.9341
HK/3/95,1995,BE92,AG,3.51539890938,-4.64280874312,HONGKONG,22.33,114.17
FI/381/95,1995,WU95,AG,3.31285756587,-9.03446584963,FINLAND,60.1756,24.9341
HK/38/95,1995,BE92,AG,2.86939982566,-5.20614853519,HONGKONG,22.33,114.17
HK/49/95,1995,WU95,AG,2.22347824995,-7.15186044559,HONGKONG,22.33,114.17
HK/55/95,1995,WU95,AG,1.24445550544,-5.53827757772,HONGKONG,22.33,114.17
LY/2279/95,1995,WU95,AG,1.39347511521,-5.84885414906,LYON,45.77,4.83
NL/271/95,1995,WU95,AG,2.00981795475,-8.89019707679,NETHERLANDS,52.08,4.27
VI/75/95,1995,BE92,AG,2.68620028371,-4.82357514853,VICTORIA,48.4333,-123.35
WU/359/95,1995,WU95,AG,0.0395228977289,-6.19679127119,WUHAN,30.58,114.27
BR/8/96,1996,WU95,AG,-0.892192243091,-6.29147059099,BRISBANE,-27.455,153.0351
GE/3958/96,1996,WU95,AG,0.578737973916,-6.72280558053,GENEVA,46.21,6.14
HK/20/96,1996,WU95,AG,0.248541276484,-6.59535143642,HONGKONG,22.33,114.17
HK/42/96,1996,BE92,AG,2.2041047079,-4.62668224826,HONGKONG,22.33,114.17
HK/357/96,1996,WU95,AG,0.892318234744,-6.25018499939,HONGKONG,22.33,114.17
HK/358/96,1996,WU95,AG,-0.4957798089,-6.27611425286,HONGKONG,22.33,114.17
HK/434/96,1996,BE92,AG,6.86390525854,-5.20802602397,HONGKONG,22.33,114.17
NL/91/96,1996,BE92,AG,4.86441865959,-4.41306313861,NETHERLANDS,52.08,4.27
SP/1/96,1996,WU95,AG,0.339056600766,-5.92647253996,SINGAPORE,1.293,103.8558
HK/1/97,1997,WU95,AG,-0.118706305617,-6.06673243957,HONGKONG,22.33,114.17
NE/491/97,1997,WU95,AG,-0.744641328616,-6.74858844592,NICE,43.715,7.265
AU/10/97,1997,SY97,AG,-3.27698180461,-10.1289007504,AUCKLAND,-36.8481,174.763
HK/280/97,1997,WU95,AG,-0.592996559406,-7.06984708963,HONGKONG,22.33,114.17
NL/300/97,1997,SY97,AG,-3.01366500259,-9.75073916826,NETHERLANDS,52.08,4.27
SY/5/97,1997,SY97,AG,-3.48534967827,-10.1617586272,SYDNEY,-33.92,151.1852
NL/5/98,1998,WU95,AG,0.64713554983,-5.67150303885,NETHERLANDS,52.08,4.27
LY/1781/96,1996,WU95,AG,0.56857732897,-6.08771696397,LYON,45.77,4.83
JO/10/97,1997,WU95,AG,-0.17063902702,-5.27191275552,JOHANNESBURG,-26.17,28.03
OS/21/97,1997,WU95,AG,0.396209621361,-5.88589444057,OSLO,59.9167,10.75
OS/244/97,1997,WU95,AG,0.205618353796,-5.89324340501,OSLO,59.9167,10.75
NL/414/98,1998,SY97,AG,-1.49067719919,-9.76235616047,NETHERLANDS,52.08,4.27
NL/462/98,1998,SY97,AG,-1.80827545278,-9.56449307828,NETHERLANDS,52.08,4.27
